min_makespan,avg_makespan,max_makespan,elapsed,total_errors,total_error,total_error_p,multi_p,seq_p,infeas_rate,multi_rate,seq_rate,amf_infeas,amt_infeas_p,total_errors_fix,total_error_fix,total_error_p_fix,multi_p_fix,seq_p_fix,infeas_rate_fix,multi_rate_fix,seq_rate_fix,amf_infeas_fix,amt_infeas_p_fix
56.0,71.8125,106.0,7.013193113962188,17,17,0.53125,0.0,0.53125,0.00965909090909091,0.0,0.00965909090909091,18,56.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
61.0,72.09375,89.0,7.177607950987294,16,16,0.5,0.0,0.5,0.009090909090909092,0.0,0.009090909090909092,17,53.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
61.0,73.1875,84.0,6.542485663900152,17,17,0.53125,0.0,0.53125,0.00965909090909091,0.0,0.00965909090909091,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
60.0,73.8125,101.0,7.245017160894349,23,23,0.71875,0.0,0.71875,0.01306818181818182,0.0,0.01306818181818182,11,34.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
55.0,74.1875,95.0,7.218881749780849,25,25,0.78125,0.0,0.78125,0.014204545454545458,0.0,0.014204545454545458,11,34.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
60.0,71.6875,97.0,7.509497310966253,24,24,0.75,0.0,0.75,0.01363636363636364,0.0,0.01363636363636364,11,34.375,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
61.0,73.5625,88.0,7.498346821172163,20,20,0.625,0.0,0.625,0.011363636363636366,0.0,0.011363636363636366,16,50.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
61.0,73.625,96.0,6.4857305160257965,23,23,0.71875,0.0,0.71875,0.01306818181818182,0.0,0.01306818181818182,13,40.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
60.0,72.78125,91.0,6.789487783098593,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,13,40.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
59.0,73.53125,96.0,6.631097670877352,22,22,0.6875,0.0,0.6875,0.012500000000000002,0.0,0.012500000000000002,13,40.625,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
58.0,73.1875,88.0,7.022170934826136,22,22,0.6875,0.0,0.6875,0.012500000000000002,0.0,0.012500000000000002,12,37.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
61.0,72.0625,88.0,7.101343421032652,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,14,43.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
57.0,73.15625,92.0,6.783272744854912,24,24,0.75,0.0,0.75,0.01363636363636364,0.0,0.01363636363636364,14,43.75,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
56.0,71.78125,97.0,6.732331943931058,19,19,0.59375,0.0,0.59375,0.010795454545454547,0.0,0.010795454545454547,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
60.0,73.96875,92.0,6.559611876960844,20,20,0.625,0.0,0.625,0.011363636363636366,0.0,0.011363636363636366,15,46.875,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
63.0,73.375,89.0,6.9865274981129915,16,16,0.5,0.0,0.5,0.009090909090909092,0.0,0.009090909090909092,18,56.25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,32,100.0
